"","district","name","party","hpvi","rpvi","ave","pres","gov","abs","chamber","hpvi_color"
"175","54B","Tony Jurgens","R","R+2",-2.02390210265542,0.479760978973446,0.467875520705709,0.491646437241182,2.02390210265542,"House","0"
"176","55A","Bob Loonan","R","R+4",-4.00008110901902,0.45999918890981,0.475339255545261,0.444659122274358,4.00008110901902,"House","0"
"177","55B","Tony Albright","R","R+13",-13.0754358951468,0.369245641048532,0.372585921046736,0.365905361050328,13.0754358951468,"House","0"
"178","56A","Drew Christensen","R","R+1",-1.3983272977012,0.486016727022988,0.516404516066776,0.4556289379792,1.3983272977012,"House","0"
"179","56B","Roz Peterson","R","EVEN",0.0794452218199515,0.5007944522182,0.525573882825119,0.47601502161128,0.0794452218199515,"House","1"
"180","57A","Erin Maye Quade","DFL","D+2",1.65307615080609,0.516530761508061,0.534220271567686,0.498841251448436,1.65307615080609,"House","1"
"181","57B","Anna Wills","R","EVEN",0.105441303113785,0.501054413031138,0.524399725588841,0.477709100473435,0.105441303113785,"House","1"
"182","58A","Jon Koznick","R","R+7",-7.41310617899706,0.425868938210029,0.437048289831055,0.414689586589004,7.41310617899706,"House","0"
"183","58B","Pat Garofalo","R","R+10",-10.1510357669515,0.398489642330485,0.379345356089542,0.417633928571429,10.1510357669515,"House","0"
"184","59A","Fue Lee","DFL","D+34",33.9390311616037,0.839390311616037,0.85162440570523,0.827156217526844,33.9390311616037,"House","1"
"185","59B","Raymond Dehn","DFL","D+34",33.6699429219303,0.836699429219303,0.859016226145525,0.81438263229308,33.6699429219303,"House","1"
"186","60A","Diane Loeffler","DFL","D+33",33.1605191722036,0.831605191722036,0.840640452083824,0.822569931360248,33.1605191722036,"House","1"
"187","60B","Ilhan Omar","DFL","D+35",35.0074437000819,0.850074437000819,0.870089440134407,0.830059433867231,35.0074437000819,"House","1"
"188","61A","Frank Hornstein","DFL","D+34",34.3635377313723,0.843635377313723,0.871076562041654,0.816194192585791,34.3635377313723,"House","1"
"189","61B","Paul Thissen","DFL","D+34",33.8866613762297,0.838866613762297,0.867208672086721,0.810524555437873,33.8866613762297,"House","1"
"190","62A","Karen Clark","DFL","D+41",40.8850045690029,0.908850045690029,0.917409930472646,0.900290160907412,40.8850045690029,"House","1"
"191","62B","Susan Allen","DFL","D+42",41.5997941741533,0.915997941741533,0.925566857385039,0.906429026098027,41.5997941741533,"House","1"
